IP地址,端口,TLS,国家代码,数据中心,城市,网络延迟,下载速度
152.69.210.245,8443,true,SG,SIN,Singapore,251 ms,7.1
8.219.194.170,8443,true,SG,SIN,Singapore,232 ms,5.4
8.222.191.138,8443,true,SG,SIN,Singapore,233 ms,5.2
8.222.169.222,8443,true,SG,SIN,Singapore,233 ms,5.1
172.104.170.159,8443,true,SG,SIN,Singapore,247 ms,4.5
