IP地址,端口,TLS,国家代码,数据中心,城市,网络延迟,下载速度
8.222.169.222,2053,true,SG,SIN,Singapore,295 ms,5.5
207.148.122.83,2053,true,SG,SIN,Singapore,265 ms,5.1
8.222.191.138,2053,true,SG,SIN,Singapore,304 ms,4.8
8.219.194.170,2053,true,SG,SIN,Singapore,294 ms,4.4
152.69.210.245,2053,true,SG,SIN,Singapore,256 ms,3.8
